24
NASA/GSFC/SHADOZ Archive         : http://croc.gsfc.nasa.gov/shadoz
SHADOZ Version                   : 05.1 Reprocessed
SHADOZ format data created       : 14 March, 2016
STATION                          : San Pedro, San Jose, Costa Rica
SHADOZ Principal Investigator    : Anne M. Thompson (NASA/GSFC, USA)
Station Principal Investigator(s): Holger Voemel (NCAR EOL FL-1, USA), Henry Selkirk (USRA, USA)
Latitude (deg)                   : 9.93960
Longitude (deg)                  : -84.04230
Elevation (m)                    : 1240.00
Launch Date                      : 20160304
Launch Time (UT)                 : 13:08:13
Highest level reached (hPa)      : 7.91
Integrated O3 until EOF (DU)     : 126.60
Sonde/MLS Climatology(1988-2010) : 42.12
Sonde Instrument, SN             : 2Z29883
Radiosonde, SN                   : InterMet IMet1 RSB, 37353
KI Solution                      : 1%, 1/10 Buffer
Applied pump corrections         : 1ZAVG
Pump flow rate (sec/100ml)       : 29.09
Background current (uA)          : 0.020
Missing or bad values            : 9000
Time    Press       Alt      Temp      RH         O3        O3        O3      W Dir     W Spd      T Pump    I O3  GPS lat   GPS lon   GPS alt
sec     hPa         km       C         %          mPa       ppmv      du      deg       m/s        C         uA        deg       deg        km
  2723   110.820    16.069   -76.720    10.000     0.294     0.026    13.589   240.900    25.500    23.200     0.098    10.097   -83.800    16.143
  2724   110.700    16.076   -76.820    11.000     0.294     0.027    13.591   239.000    23.400    23.200     0.098    10.097   -83.800    16.150
  2725   110.580    16.082   -76.830    11.000     0.275     0.025    13.594   241.400    25.400    23.200     0.093    10.097   -83.800    16.157
  2726   110.470    16.088   -76.840    11.000     0.275     0.025    13.596   247.700    24.000    23.200     0.093    10.097   -83.799    16.164
  2727   110.380    16.093   -76.840    11.000     0.283     0.026    13.598   262.000    18.200    23.200     0.095    10.097   -83.799    16.171
  2730   110.110    16.107   -77.100    11.000     0.275     0.025    13.603   266.000    18.100    23.200     0.093    10.097   -83.799    16.183
  2731   109.990    16.113   -77.130    11.000     0.287     0.026    13.605   262.000    19.400    23.200     0.096    10.097   -83.799    16.189
  2732   109.890    16.118   -77.150    11.000     0.290     0.026    13.608   252.000    21.900    23.200     0.097    10.097   -83.798    16.195
  2736   109.470    16.140   -77.320    11.000     0.286     0.026    13.616   248.900    22.100    23.100     0.096    10.098   -83.798    16.214
  2737   109.340    16.147   -77.360    11.000     0.283     0.026    13.619   246.000    23.900    23.100     0.095    10.098   -83.798    16.221
  2738   109.220    16.153   -77.370    11.000     0.286     0.026    13.621   247.500    20.800    23.100     0.096    10.098   -83.797    16.229
  2739   109.120    16.159   -77.490    11.000     0.283     0.026    13.623   250.000    20.800    23.100     0.095    10.098   -83.797    16.234
  2739   108.990    16.165   -77.510    11.000     0.283     0.026    13.626   258.000    20.400    23.100     0.095    10.098   -83.797    16.239
  2750   108.000    16.217   -77.860    12.000     0.290     0.027    13.647   257.300    21.100    23.000     0.097    10.098   -83.795    16.295
  2751   107.870    16.224   -77.910    11.000     0.290     0.027    13.650   255.200    23.800    23.000     0.097    10.098   -83.795    16.300
  2752   107.750    16.231   -77.910    12.000     0.286     0.027    13.652   259.200    21.500    23.000     0.096    10.098   -83.795    16.307
  2753   107.640    16.237   -77.940    12.000     0.290     0.027    13.654   263.100    19.900    23.000     0.097    10.098   -83.795    16.314
  2754   107.540    16.242   -77.950    12.000     0.290     0.027    13.656   265.000    19.800    23.000     0.097    10.098   -83.794    16.319
  2755   107.460    16.246   -77.930    11.000     0.294     0.027    13.658   265.000    19.100    23.000     0.098    10.099   -83.794    16.324
  2758   107.170    16.261   -78.140    12.000     0.294     0.027    13.664   263.900    18.700    23.000     0.098    10.099   -83.794    16.340
  2759   107.050    16.268   -78.190    12.000     0.294     0.027    13.667   262.000    16.500    23.000     0.098    10.099   -83.794    16.345
  2760   106.940    16.274   -78.230    12.000     0.294     0.027    13.669   259.800    18.400    22.900     0.098    10.099   -83.793    16.350
  2761   106.810    16.281   -78.290    12.000     0.294     0.027    13.672   255.900    19.100    22.900     0.098    10.099   -83.793    16.357
  2763   106.590    16.292   -78.370    12.000     0.294     0.028    13.677   254.000    18.500    22.900     0.098    10.099   -83.793    16.368
  2764   106.500    16.297   -78.470    12.000     0.294     0.028    13.679   252.800    18.400    22.900     0.098    10.099   -83.793    16.373
  2765   106.390    16.303   -78.490    12.000     0.294     0.028    13.681   248.000    21.100    22.900     0.098    10.099   -83.793    16.379
  2766   106.280    16.309   -78.510    12.000     0.294     0.028    13.684   247.000    22.900    22.900     0.098    10.099   -83.792    16.385
  2767   106.180    16.314   -78.640    12.000     0.294     0.028    13.686   257.000    19.700    22.900     0.098    10.099   -83.792    16.392
  2772   105.650    16.343   -78.920    12.000     0.298     0.028    13.698   258.400    19.000    22.900     0.099    10.099   -83.791    16.423
  2773   105.540    16.349   -78.900    12.000     0.301     0.029    13.700   249.200    17.300    22.800     0.100    10.099   -83.791    16.431
  2774   105.430    16.355   -78.920    12.000     0.313     0.030    13.703   242.100    15.400    22.800     0.103    10.099   -83.791    16.437
  2775   105.320    16.361   -78.920    12.000     0.313     0.030    13.705   239.100    17.200    22.800     0.103    10.099   -83.791    16.441
  2775   105.200    16.367   -79.040    12.000     0.301     0.029    13.708   240.300    17.100    22.800     0.100    10.099   -83.791    16.446
  2777   105.090    16.373   -79.050    12.000     0.309     0.029    13.711   246.000    17.000    22.800     0.102    10.099   -83.791    16.452
  2777   104.980    16.379   -79.080    12.000     0.320     0.031    13.713   253.000    16.600    22.800     0.105    10.100   -83.790    16.459
  2779   104.820    16.388   -79.130    12.000     0.320     0.031    13.717   259.300    15.700    22.800     0.105    10.100   -83.790    16.464
  2779   104.770    16.390   -79.210    12.000     0.309     0.030    13.718   263.000    14.800    22.800     0.102    10.100   -83.790    16.468
  2781   104.650    16.397   -79.210    12.000     0.320     0.031    13.721   262.000    14.500    22.800     0.105    10.100   -83.790    16.475
  2782   104.550    16.402   -79.290    12.000     0.324     0.031    13.723   259.300    17.100    22.800     0.106    10.100   -83.790    16.482
  2784   104.330    16.414   -79.330    12.000     0.328     0.031    13.729   256.000    17.900    22.800     0.107    10.100   -83.790    16.494
  2784   104.230    16.420   -79.360    12.000     0.328     0.032    13.731   256.000    18.200    22.800     0.107    10.100   -83.789    16.500
  2786   104.110    16.426   -79.410    12.000     0.324     0.031    13.734   255.300    18.900    22.700     0.106    10.100   -83.789    16.506
  2787   103.990    16.433   -79.450    12.000     0.320     0.031    13.737   252.800    18.000    22.700     0.105    10.100   -83.789    16.510
  2788   103.890    16.438   -79.550    12.000     0.324     0.031    13.740   249.700    17.200    22.700     0.106    10.100   -83.789    16.517
  2788   103.780    16.444   -79.550    12.000     0.328     0.032    13.742   248.200    17.100    22.700     0.107    10.100   -83.789    16.523
  2790   103.640    16.452   -79.700    12.000     0.320     0.031    13.746   252.600    16.400    22.700     0.105    10.100   -83.789    16.531
  2791   103.450    16.462   -79.720    12.000     0.328     0.032    13.751   256.000    16.500    22.700     0.107    10.100   -83.788    16.544
  2793   103.370    16.467   -79.810    12.000     0.328     0.032    13.753   261.000    16.900    22.700     0.107    10.100   -83.788    16.549
  2794   103.220    16.475   -79.850    12.000     0.328     0.032    13.756   262.500    15.500    22.700     0.107    10.100   -83.788    16.554
  2795   103.120    16.481   -79.870    12.000     0.317     0.031    13.759   253.900    13.900    22.700     0.104    10.100   -83.788    16.560
  2800   102.610    16.509   -80.120    12.000     0.332     0.032    13.772   241.000    16.700    22.600     0.108    10.100   -83.787    16.589
  2801   102.520    16.514   -80.230    12.000     0.332     0.032    13.774   245.300    17.100    22.600     0.108    10.100   -83.787    16.594
  2802   102.490    16.515   -80.260    12.000     0.328     0.032    13.775   251.500    17.800    22.600     0.107    10.100   -83.787    16.602
  2803   102.390    16.521   -80.220    12.000     0.332     0.032    13.777   259.300    14.400    22.600     0.108    10.101   -83.787    16.610
  2804   102.250    16.528   -80.370    12.000     0.332     0.032    13.781   264.000    13.600    22.600     0.108    10.101   -83.787    16.615
  2804   102.180    16.532   -80.400    12.000     0.332     0.032    13.783   264.000    14.600    22.600     0.108    10.101   -83.787    16.620
  2806   102.110    16.536   -80.490    12.000     0.328     0.032    13.784   263.800    16.100    22.600     0.107    10.101   -83.787    16.628
  2806   102.000    16.542   -80.440    13.000     0.332     0.032    13.787   260.000    15.300    22.600     0.108    10.101   -83.786    16.635
  2808   101.850    16.551   -80.630    13.000     0.332     0.033    13.791   258.900    15.500    22.600     0.108    10.101   -83.786    16.640
  2809   101.720    16.558   -80.620    12.000     0.332     0.033    13.794   256.200    15.400    22.600     0.108    10.101   -83.786    16.646
  2809   101.630    16.563   -80.730    12.000     0.332     0.033    13.797   253.900    13.300    22.600     0.108    10.101   -83.786    16.651
  2811   101.430    16.574   -80.710    13.000     0.332     0.033    13.802   249.500    12.100    22.600     0.108    10.101   -83.786    16.662
  2813   101.220    16.585   -80.790    13.000     0.332     0.033    13.807   238.800    13.300    22.500     0.108    10.101   -83.786    16.668
  2813   101.150    16.589   -80.810    13.000     0.332     0.033    13.809   236.400    13.400    22.500     0.108    10.101   -83.786    16.674
  2815   100.950    16.600   -80.800    13.000     0.332     0.033    13.814   245.200    13.600    22.500     0.108    10.101   -83.785    16.681
  2817   100.690    16.615   -80.940    13.000     0.332     0.033    13.821   253.000    16.500    22.500     0.108    10.101   -83.785    16.691
  2818   100.620    16.619   -81.050    13.000     0.332     0.033    13.823   267.100    16.900    22.500     0.108    10.101   -83.785    16.698
  2818   100.540    16.623   -81.140    13.000     0.332     0.033    13.825   271.000    13.300    22.500     0.108    10.101   -83.785    16.702
  2820   100.420    16.630   -81.210    13.000     0.332     0.033    13.828   270.600    13.200    22.500     0.108    10.101   -83.785    16.710
  2820   100.310    16.636   -81.170    13.000     0.328     0.033    13.831   267.000    13.200    22.500     0.107    10.101   -83.785    16.714
  2823   100.090    16.648   -81.240    13.000     0.332     0.033    13.837   248.600    11.900    22.500     0.108    10.101   -83.784    16.725
  2824   100.000    16.654   -81.230    13.000     0.332     0.033    13.839   245.300    13.000    22.500     0.108    10.101   -83.784    16.731
  2825    99.910    16.659   -81.220    13.000     0.332     0.033    13.841   246.800    14.300    22.500     0.108    10.101   -83.784    16.737
  2826    99.830    16.663   -81.240    13.000     0.332     0.033    13.843   249.400    14.900    22.500     0.108    10.101   -83.784    16.741
  2826    99.720    16.669   -81.230    13.000     0.332     0.033    13.846   256.000    14.600    22.500     0.108    10.101   -83.784    16.746
  2829    99.400    16.687   -81.440    13.000     0.332     0.033    13.855   259.100    14.300    22.500     0.108    10.101   -83.784    16.764
  2831    99.320    16.692   -81.460    13.000     0.332     0.033    13.857   262.000    14.100    22.500     0.108    10.101   -83.784    16.770
  2832    99.170    16.700   -81.490    13.000     0.332     0.033    13.861   262.000    14.500    22.500     0.108    10.101   -83.783    16.776
  2833    99.060    16.706   -81.480    13.000     0.335     0.034    13.864   262.000    14.100    22.500     0.109    10.101   -83.783    16.782
  2833    98.980    16.711   -81.580    13.000     0.332     0.034    13.866   261.000    13.100    22.500     0.108    10.101   -83.783    16.788
  2835    98.880    16.717   -81.670    13.000     0.332     0.034    13.869   258.900    12.700    22.500     0.108    10.101   -83.783    16.795
  2836    98.760    16.723   -81.570    13.000     0.332     0.034    13.872   256.800    12.400    22.500     0.108    10.101   -83.783    16.800
  2836    98.690    16.727   -81.600    13.000     0.332     0.034    13.874   252.000    11.600    22.500     0.108    10.101   -83.783    16.805
  2838    98.570    16.734   -81.700    14.000     0.332     0.034    13.877   247.200    13.800    22.500     0.108    10.102   -83.783    16.812
  2839    98.500    16.738   -81.710    14.000     0.332     0.034    13.879   249.900    13.500    22.400     0.108    10.102   -83.783    16.819
  2840    98.410    16.743   -81.730    13.000     0.332     0.034    13.881   254.000    13.800    22.400     0.108    10.102   -83.782    16.824
  2840    98.280    16.751   -81.830    13.000     0.332     0.034    13.884   261.000    13.800    22.400     0.108    10.102   -83.782    16.830
  2842    98.190    16.756   -81.830    14.000     0.332     0.034    13.887   267.200    13.900    22.400     0.108    10.102   -83.782    16.835
  2843    98.090    16.762   -81.890    13.000     0.332     0.034    13.890   269.800    13.200    22.400     0.108    10.102   -83.782    16.840
  2844    97.990    16.767   -81.850    13.000     0.332     0.034    13.892   268.400    13.300    22.400     0.108    10.102   -83.782    16.844
  2847    97.620    16.788   -82.050    14.000     0.332     0.034    13.902   260.000    11.700    22.400     0.108    10.102   -83.781    16.865
