24
NASA/GSFC/SHADOZ Archive         : http://croc.gsfc.nasa.gov/shadoz
SHADOZ Version                   : 05.1 Reprocessed
SHADOZ format data created       : 14 March, 2016
STATION                          : San Pedro, San Jose, Costa Rica
SHADOZ Principal Investigator    : Anne M. Thompson (NASA/GSFC, USA)
Station Principal Investigator(s): Holger Voemel (NCAR EOL FL-1, USA), Henry Selkirk (USRA, USA)
Latitude (deg)                   : 9.93960
Longitude (deg)                  : -84.04230
Elevation (m)                    : 1240.00
Launch Date                      : 20160304
Launch Time (UT)                 : 13:08:13
Highest level reached (hPa)      : 7.91
Integrated O3 until EOF (DU)     : 126.60
Sonde/MLS Climatology(1988-2010) : 42.12
Sonde Instrument, SN             : 2Z29883
Radiosonde, SN                   : InterMet IMet1 RSB, 37353
KI Solution                      : 1%, 1/10 Buffer
Applied pump corrections         : 1ZAVG
Pump flow rate (sec/100ml)       : 29.09
Background current (uA)          : 0.020
Missing or bad values            : 9000
Time    Press       Alt      Temp      RH         O3        O3        O3      W Dir     W Spd      T Pump    I O3  GPS lat   GPS lon   GPS alt
sec     hPa         km       C         %          mPa       ppmv      du      deg       m/s        C         uA        deg       deg        km
   919   479.140     6.237    -6.780    64.000     1.501     0.031     6.571   143.600     7.800    30.100     0.415     9.952   -84.069     6.252
   920   478.830     6.242    -6.850    64.000     1.493     0.031     6.578   138.100     6.800    30.100     0.413     9.952   -84.069     6.256
   921   478.540     6.247    -6.890    64.000     1.470     0.031     6.586   142.300     6.100    30.100     0.407     9.953   -84.069     6.259
   922   478.220     6.252    -6.870    63.000     1.478     0.031     6.593   147.400     6.100    30.100     0.409     9.953   -84.069     6.265
   923   477.920     6.257    -6.890    63.000     1.474     0.031     6.601   155.600     7.000    30.100     0.408     9.953   -84.069     6.271
   924   477.680     6.261    -6.950    63.000     1.463     0.031     6.607   168.300     8.600    30.100     0.405     9.953   -84.069     6.275
   925   477.400     6.265    -6.950    63.000     1.482     0.031     6.613   174.000    10.600    30.100     0.410     9.953   -84.069     6.280
   926   477.140     6.269    -7.010    63.000     1.482     0.031     6.620   175.000    12.700    30.100     0.410     9.953   -84.069     6.284
   927   476.830     6.274    -7.060    62.000     1.505     0.032     6.627   170.100    15.200    30.100     0.416     9.953   -84.069     6.287
   928   476.450     6.281    -7.060    62.000     1.497     0.031     6.637   172.200    13.200    30.100     0.414     9.953   -84.069     6.291
   929   476.050     6.287    -7.090    62.000     1.482     0.031     6.647   177.000    12.500    30.100     0.410     9.953   -84.069     6.297
   930   475.670     6.293    -7.170    62.000     1.463     0.031     6.656   179.100    11.300    30.100     0.405     9.953   -84.069     6.306
   931   475.270     6.300    -7.220    62.000     1.463     0.031     6.666   184.400    10.100    30.100     0.405     9.953   -84.069     6.312
   932   474.890     6.306    -7.260    62.000     1.451     0.031     6.675   193.500     9.300    30.100     0.402     9.954   -84.069     6.320
   933   474.560     6.312    -7.250    62.000     1.432     0.030     6.683   208.600     7.200    30.100     0.397     9.954   -84.069     6.326
   934   474.240     6.317    -7.280    62.000     1.470     0.031     6.691   222.300     7.700    30.100     0.407     9.954   -84.069     6.331
   935   473.910     6.322    -7.310    63.000     1.482     0.031     6.699   226.800     7.100    30.100     0.410     9.954   -84.069     6.336
   936   473.630     6.327    -7.400    64.000     1.474     0.031     6.706   223.000     6.500    30.100     0.408     9.954   -84.069     6.341
   938   472.870     6.340    -7.530    64.000     1.459     0.031     6.724   183.000     7.200    30.100     0.404     9.954   -84.069     6.354
   939   472.470     6.346    -7.570    64.000     1.440     0.031     6.734   166.700    11.100    30.100     0.399     9.954   -84.069     6.361
   940   472.050     6.353    -7.610    64.000     1.459     0.031     6.744   160.000    12.700    30.100     0.404     9.954   -84.069     6.367
   941   471.590     6.361    -7.670    64.000     1.463     0.031     6.755   164.200    14.900    30.100     0.405     9.954   -84.069     6.373
   942   471.170     6.368    -7.740    65.000     1.448     0.031     6.765   169.400    15.100    30.100     0.401     9.954   -84.069     6.379
   943   470.790     6.374    -7.810    65.000     1.421     0.030     6.775   179.700    14.900    30.100     0.394     9.954   -84.069     6.389
   944   470.410     6.380    -7.850    65.000     1.432     0.030     6.784   189.700    14.800    30.100     0.397     9.955   -84.069     6.394
   945   469.960     6.388    -7.870    65.000     1.436     0.031     6.795   204.400    13.000    30.100     0.398     9.955   -84.069     6.402
   946   469.580     6.394    -7.950    65.000     1.451     0.031     6.804   214.000    11.900    30.100     0.402     9.955   -84.069     6.406
   947   469.120     6.401    -8.020    65.000     1.448     0.031     6.815   221.000     9.700    30.100     0.401     9.955   -84.069     6.410
   948   468.810     6.407    -8.040    65.000     1.432     0.031     6.823   220.100     6.600    30.100     0.397     9.955   -84.068     6.415
   949   468.510     6.412    -8.130    64.000     1.394     0.030     6.830   205.000     4.300    30.100     0.387     9.955   -84.068     6.420
   950   468.200     6.417    -8.150    64.000     1.406     0.030     6.837   155.400     4.100    30.100     0.390     9.955   -84.068     6.427
   951   467.920     6.421    -8.230    64.000     1.429     0.031     6.844   144.000     6.300    30.100     0.396     9.955   -84.068     6.432
   952   467.640     6.426    -8.230    64.000     1.440     0.031     6.850   147.000     8.700    30.100     0.399     9.955   -84.068     6.436
   953   467.310     6.431    -8.240    65.000     1.444     0.031     6.858   148.000     8.600    30.100     0.400     9.955   -84.069     6.441
   954   467.000     6.437    -8.300    65.000     1.421     0.030     6.866   151.700     8.600    30.100     0.394     9.955   -84.069     6.445
   955   466.720     6.441    -8.380    65.000     1.402     0.030     6.873   164.100     7.500    30.100     0.389     9.955   -84.069     6.451
   956   466.450     6.446    -8.410    65.000     1.410     0.030     6.879   183.000     6.900    30.100     0.391     9.955   -84.069     6.456
   957   466.160     6.451    -8.470    65.000     1.436     0.031     6.886   202.100     7.200    30.100     0.398     9.955   -84.069     6.462
   958   465.810     6.457    -8.540    65.000     1.448     0.031     6.895   210.500     7.400    30.100     0.401     9.955   -84.069     6.466
   959   465.420     6.463    -8.600    64.000     1.429     0.031     6.904   218.000     7.800    30.100     0.396     9.955   -84.069     6.471
   960   465.020     6.470    -8.640    64.000     1.387     0.030     6.914   217.000    10.200    30.100     0.385     9.956   -84.068     6.477
   961   464.690     6.475    -8.670    64.000     1.379     0.030     6.921   208.400    12.000    30.100     0.383     9.956   -84.068     6.485
   962   464.340     6.481    -8.730    63.000     1.394     0.030     6.930   198.600    11.400    30.100     0.387     9.956   -84.068     6.491
   963   464.050     6.486    -8.750    63.000     1.402     0.030     6.937   189.500    14.600    30.100     0.389     9.956   -84.068     6.497
   964   463.760     6.491    -8.870    63.000     1.402     0.030     6.944   183.800    14.200    30.100     0.389     9.956   -84.068     6.501
   965   463.430     6.496    -8.920    64.000     1.421     0.031     6.951   180.000    15.200    30.100     0.394     9.956   -84.068     6.506
   966   463.140     6.501    -8.930    64.000     1.398     0.030     6.958   179.000    16.100    30.100     0.388     9.956   -84.068     6.510
   967   462.860     6.506    -8.980    64.000     1.413     0.031     6.965   180.200    15.300    30.100     0.392     9.956   -84.068     6.515
   968   462.550     6.511    -9.050    63.000     1.421     0.031     6.973   184.400    15.600    30.100     0.394     9.957   -84.068     6.522
   969   462.240     6.516    -9.030    62.000     1.394     0.030     6.980   190.800    12.500    30.100     0.387     9.957   -84.068     6.527
   970   461.980     6.520    -9.050    62.000     1.383     0.030     6.986   197.100    12.700    30.100     0.384     9.957   -84.068     6.532
   971   461.740     6.524    -9.100    61.000     1.383     0.030     6.992   199.100    12.100    30.100     0.384     9.957   -84.068     6.537
   972   461.440     6.529    -9.110    61.000     1.406     0.031     6.999   202.000    11.800    30.100     0.390     9.957   -84.068     6.541
   973   461.110     6.535    -9.180    61.000     1.417     0.031     7.007   202.000    11.900    30.100     0.393     9.957   -84.068     6.545
   974   460.780     6.541    -9.230    61.000     1.429     0.031     7.015   200.700    12.900    30.100     0.396     9.957   -84.068     6.550
   975   460.460     6.546    -9.280    61.000     1.410     0.031     7.023   195.500    15.100    30.100     0.391     9.957   -84.068     6.555
   976   460.140     6.551    -9.360    61.000     1.375     0.030     7.031   188.000    14.000    30.100     0.382     9.957   -84.068     6.562
   977   459.860     6.556    -9.440    61.000     1.379     0.030     7.037   179.600    15.400    30.100     0.383     9.958   -84.068     6.568
   978   459.570     6.561    -9.430    61.000     1.394     0.030     7.044   172.700    15.500    30.100     0.387     9.958   -84.068     6.573
   979   459.260     6.566    -9.480    61.000     1.402     0.031     7.052   167.600    15.500    30.100     0.389     9.958   -84.068     6.578
   980   458.940     6.572    -9.490    61.000     1.387     0.030     7.059   166.000    15.500    30.100     0.385     9.958   -84.068     6.582
   981   458.680     6.576    -9.540    60.000     1.391     0.030     7.065   163.500    14.100    30.100     0.386     9.958   -84.068     6.589
   982   458.390     6.581    -9.540    60.000     1.413     0.031     7.072   162.000    13.400    30.100     0.392     9.958   -84.068     6.592
   983   458.060     6.586    -9.580    60.000     1.417     0.031     7.080   160.000    13.100    30.100     0.393     9.958   -84.068     6.597
   984   457.770     6.591    -9.660    60.000     1.402     0.031     7.088   161.300    12.700    30.100     0.389     9.958   -84.068     6.601
   985   457.500     6.596    -9.690    60.000     1.387     0.030     7.094   166.100    12.600    30.100     0.385     9.959   -84.068     6.607
   986   457.230     6.600    -9.750    60.000     1.387     0.030     7.100   169.300    13.600    30.100     0.385     9.959   -84.068     6.613
   987   456.970     6.605    -9.810    61.000     1.413     0.031     7.107   174.300    14.600    30.100     0.392     9.959   -84.068     6.619
   988   456.610     6.611    -9.850    61.000     1.413     0.031     7.116   179.100    15.100    30.100     0.392     9.959   -84.068     6.624
   989   456.230     6.617    -9.960    61.000     1.375     0.030     7.125   181.000    16.000    30.100     0.382     9.959   -84.068     6.629
   990   455.910     6.623   -10.020    61.000     1.364     0.030     7.132   182.900    16.300    30.100     0.379     9.959   -84.068     6.635
   991   455.600     6.628   -10.000    61.000     1.379     0.030     7.140   181.000    16.100    30.100     0.383     9.959   -84.068     6.641
   992   455.270     6.633   -10.020    61.000     1.394     0.031     7.148   180.000    16.200    30.100     0.387     9.959   -84.068     6.646
   993   454.880     6.640   -10.030    61.000     1.387     0.031     7.157   178.900    15.900    30.100     0.385     9.960   -84.068     6.651
   994   454.650     6.644   -10.100    61.000     1.398     0.031     7.163   175.800    15.100    30.100     0.388     9.960   -84.068     6.656
   995   454.380     6.649   -10.190    61.000     1.406     0.031     7.169   171.000    14.500    30.100     0.390     9.960   -84.068     6.660
   996   453.970     6.656   -10.210    61.000     1.394     0.031     7.179   165.700    15.200    30.100     0.387     9.960   -84.068     6.665
   997   453.680     6.660   -10.250    61.000     1.372     0.030     7.186   160.500    12.500    30.100     0.381     9.960   -84.068     6.670
   998   453.460     6.664   -10.290    61.000     1.391     0.031     7.191   158.000    11.100    30.100     0.386     9.960   -84.068     6.674
   999   453.140     6.670   -10.380    62.000     1.410     0.031     7.199   159.000    12.700    30.100     0.391     9.960   -84.069     6.678
  1000   452.810     6.675   -10.460    62.000     1.413     0.031     7.207   159.100    10.400    30.100     0.392     9.960   -84.069     6.683
  1001   452.410     6.682   -10.490    62.000     1.398     0.031     7.217   162.000     9.700    30.100     0.388     9.961   -84.069     6.689
  1002   452.030     6.689   -10.580    62.000     1.383     0.031     7.226   172.300     9.500    30.100     0.384     9.961   -84.069     6.698
  1003   451.660     6.695   -10.650    62.000     1.345     0.030     7.235   178.700    10.000    30.100     0.374     9.961   -84.069     6.705
  1004   451.320     6.701   -10.660    63.000     1.334     0.030     7.243   189.400    12.900    30.100     0.371     9.961   -84.069     6.713
  1005   451.000     6.706   -10.700    63.000     1.337     0.030     7.251   194.000    13.100    30.100     0.372     9.961   -84.069     6.719
  1006   450.840     6.709   -10.730    63.000     1.353     0.030     7.254   194.000    15.600    30.100     0.376     9.961   -84.069     6.723
  1007   450.620     6.713   -10.760    63.000     1.383     0.031     7.260   194.100    16.900    30.100     0.384     9.961   -84.069     6.726
  1008   450.380     6.717   -10.810    63.000     1.391     0.031     7.266   194.800    17.300    30.100     0.386     9.961   -84.068     6.730
  1009   450.150     6.721   -10.890    63.000     1.364     0.030     7.271   191.900    16.400    30.100     0.379     9.961   -84.068     6.734
  1010   449.870     6.725   -10.940    63.000     1.368     0.030     7.278   189.000    14.600    30.100     0.380     9.962   -84.068     6.740
  1011   449.540     6.731   -11.000    63.000     1.391     0.031     7.286   191.000    13.800    30.100     0.386     9.962   -84.068     6.746
  1012   449.170     6.737   -11.110    63.000     1.402     0.031     7.295   187.000     8.900    30.100     0.389     9.962   -84.068     6.751
  1013   448.810     6.744   -11.110    63.000     1.398     0.031     7.304   179.500     6.300    30.100     0.388     9.962   -84.068     6.756
  1014   448.440     6.750   -11.140    64.000     1.379     0.031     7.313   171.900     5.400    30.100     0.383     9.962   -84.068     6.763
  1015   448.110     6.755   -11.190    64.000     1.368     0.031     7.321   170.100     6.600    30.000     0.380     9.962   -84.068     6.770
  1016   447.840     6.760   -11.230    64.000     1.345     0.030     7.327   170.900     9.200    30.000     0.374     9.962   -84.068     6.776
  1017   447.620     6.764   -11.300    64.000     1.367     0.031     7.332   168.800    12.600    30.000     0.380     9.962   -84.068     6.783
  1018   447.390     6.768   -11.360    64.000     1.386     0.031     7.338   168.000    15.000    30.000     0.385     9.962   -84.068     6.787
  1019   447.150     6.772   -11.370    64.000     1.394     0.031     7.344   168.000    15.000    30.000     0.387     9.962   -84.068     6.791
  1020   446.850     6.777   -11.410    64.000     1.394     0.031     7.351   169.000    18.100    30.000     0.387     9.963   -84.068     6.795
  1021   446.530     6.783   -11.480    64.000     1.363     0.031     7.359   174.500    19.500    30.000     0.379     9.963   -84.069     6.801
  1022   446.220     6.788   -11.510    65.000     1.360     0.031     7.367   183.500    15.500    30.000     0.378     9.963   -84.069     6.807
  1023   445.890     6.794   -11.560    65.000     1.367     0.031     7.375   191.600    14.200    30.000     0.380     9.963   -84.069     6.813
  1024   445.620     6.798   -11.580    65.000     1.356     0.030     7.381   200.400    12.900    30.000     0.377     9.963   -84.068     6.818
  1025   445.340     6.803   -11.630    65.000     1.375     0.031     7.388   208.000    12.800    30.000     0.382     9.963   -84.068     6.822
  1026   444.990     6.809   -11.680    65.000     1.363     0.031     7.396   205.800    12.900    30.000     0.379     9.963   -84.068     6.826
  1027   444.580     6.816   -11.740    65.000     1.360     0.031     7.406   201.900    12.800    30.000     0.378     9.963   -84.068     6.831
  1028   444.190     6.823   -11.800    65.000     1.352     0.030     7.416   199.600    13.400    30.000     0.376     9.964   -84.068     6.839
  1029   443.830     6.829   -11.810    65.000     1.367     0.031     7.424   195.700    13.800    30.000     0.380     9.964   -84.068     6.843
  1030   443.600     6.833   -11.900    65.000     1.382     0.031     7.430   191.000    12.700    30.000     0.384     9.964   -84.068     6.849
  1031   443.240     6.839   -11.950    66.000     1.379     0.031     7.439   191.000    12.000    30.000     0.383     9.964   -84.068     6.853
  1032   442.920     6.845   -12.000    66.000     1.348     0.030     7.447   190.000    10.200    30.000     0.375     9.964   -84.068     6.861
  1033   442.590     6.851   -12.050    66.000     1.348     0.031     7.455   190.100     8.500    30.000     0.375     9.964   -84.068     6.865
  1034   442.280     6.856   -12.100    67.000     1.356     0.031     7.462   191.800     7.800    30.000     0.377     9.964   -84.068     6.874
  1035   441.960     6.861   -12.110    67.000     1.344     0.030     7.470   194.300     8.700    30.000     0.374     9.964   -84.068     6.878
  1036   441.680     6.866   -12.100    67.000     1.341     0.030     7.476   198.900     8.800    30.000     0.373     9.964   -84.068     6.885
  1037   441.420     6.871   -12.130    68.000     1.348     0.031     7.483   203.000    10.200    30.000     0.375     9.964   -84.068     6.889
  1038   441.140     6.876   -12.140    68.000     1.360     0.031     7.489   207.100    13.200    30.000     0.378     9.964   -84.068     6.895
  1039   440.900     6.880   -12.130    69.000     1.348     0.031     7.495   202.000    14.900    30.000     0.375     9.965   -84.068     6.899
  1040   440.620     6.885   -12.110    69.000     1.379     0.031     7.502   200.200    16.100    30.000     0.383     9.965   -84.068     6.903
  1041   440.300     6.890   -12.130    69.000     1.386     0.032     7.510   199.700    14.300    30.000     0.385     9.965   -84.068     6.908
  1042   439.930     6.897   -12.200    69.000     1.375     0.031     7.519   192.900    12.400    30.000     0.382     9.965   -84.068     6.914
  1043   439.510     6.904   -12.260    69.000     1.356     0.031     7.530   183.600     9.700    30.000     0.377     9.965   -84.068     6.920
  1044   439.090     6.911   -12.310    69.000     1.348     0.031     7.540   174.500     8.900    30.000     0.375     9.965   -84.068     6.927
  1045   438.700     6.918   -12.340    69.000     1.348     0.031     7.549   168.100     8.000    30.000     0.375     9.965   -84.068     6.936
  1046   438.300     6.925   -12.300    67.000     1.344     0.031     7.559   172.900     7.700    30.000     0.374     9.965   -84.068     6.943
  1047   437.920     6.932   -12.260    66.000     1.344     0.031     7.568   186.100     8.800    30.000     0.374     9.965   -84.068     6.952
  1048   437.530     6.939   -12.280    65.000     1.322     0.030     7.577   200.400     9.300    30.000     0.368     9.965   -84.068     6.959
  1049   437.200     6.944   -12.340    65.000     1.337     0.031     7.585   210.700    11.300    30.000     0.372     9.966   -84.068     6.964
  1050   436.830     6.951   -12.360    65.000     1.356     0.031     7.594   213.200    12.500    30.000     0.377     9.966   -84.068     6.970
  1051   436.410     6.958   -12.370    64.000     1.352     0.031     7.605   214.600    11.800    30.000     0.376     9.966   -84.068     6.977
  1052   436.020     6.965   -12.400    63.000     1.337     0.031     7.614   214.400    10.000    30.000     0.372     9.966   -84.068     6.984
  1053   435.630     6.972   -12.410    62.000     1.310     0.030     7.624   200.100     7.600    30.000     0.365     9.966   -84.068     6.991
  1054   435.350     6.977   -12.440    62.000     1.284     0.030     7.630   162.100     6.000    30.000     0.358     9.966   -84.068     6.997
  1056   434.780     6.987   -12.420    61.000     1.325     0.031     7.644   140.400     7.200    30.000     0.369     9.966   -84.068     7.007
  1057   434.470     6.992   -12.460    61.000     1.329     0.031     7.651   128.400     9.100    30.000     0.370     9.966   -84.068     7.010
  1058   434.080     6.999   -12.400    60.000     1.329     0.031     7.661   133.900     8.700    30.000     0.370     9.966   -84.068     7.016
  1059   433.690     7.006   -12.420    62.000     1.333     0.031     7.670   146.300     8.100    30.000     0.371     9.966   -84.068     7.022
  1060   433.310     7.012   -12.570    66.000     1.322     0.031     7.679   153.000     8.200    30.000     0.368     9.966   -84.068     7.027
  1061   432.930     7.019   -12.620    68.000     1.295     0.030     7.688   173.800     7.500    30.000     0.361     9.966   -84.068     7.037
  1062   432.610     7.025   -12.750    70.000     1.276     0.030     7.696   186.900     7.100    30.000     0.356     9.966   -84.068     7.043
  1063   432.290     7.030   -12.740    71.000     1.291     0.030     7.703   202.800     7.400    30.000     0.360     9.966   -84.068     7.051
  1064   431.960     7.036   -12.810    72.000     1.299     0.030     7.711   212.400     8.300    30.000     0.362     9.967   -84.068     7.056
  1065   431.660     7.042   -12.830    72.000     1.272     0.030     7.718   219.900     8.200    30.000     0.355     9.967   -84.068     7.060
  1066   431.390     7.047   -12.840    72.000     1.280     0.030     7.724   223.600     8.700    30.000     0.357     9.967   -84.068     7.064
  1067   431.130     7.051   -12.890    74.000     1.310     0.030     7.731   217.100     7.900    30.000     0.365     9.967   -84.068     7.070
  1068   430.850     7.056   -12.970    76.000     1.322     0.031     7.737   213.000     8.100    30.000     0.368     9.967   -84.068     7.073
  1069   430.520     7.062   -12.970    78.000     1.329     0.031     7.745   208.000     9.100    30.000     0.370     9.967   -84.068     7.077
  1070   430.150     7.068   -12.800    78.000     1.318     0.031     7.754   196.900     9.100    30.000     0.367     9.967   -84.068     7.084
  1071   429.750     7.076   -12.680    78.000     1.314     0.031     7.764   191.000    11.000    30.000     0.366     9.967   -84.068     7.089
  1072   429.310     7.083   -12.560    79.000     1.306     0.030     7.775   185.300    10.000    30.000     0.364     9.967   -84.068     7.099
  1073   428.850     7.092   -12.300    78.000     1.287     0.030     7.786   181.900     9.400    30.000     0.359     9.967   -84.067     7.107
  1074   428.360     7.100   -11.720    71.000     1.276     0.030     7.797   180.700     7.400    30.000     0.356     9.967   -84.067     7.117
  1075   427.920     7.108   -11.320    65.000     1.272     0.030     7.807   183.700     6.100    30.000     0.355     9.967   -84.067     7.125
  1076   427.480     7.116   -11.180    61.000     1.265     0.030     7.818   195.500     4.300    30.000     0.353     9.967   -84.067     7.134
  1077   427.050     7.124   -11.000    57.000     1.246     0.029     7.828   201.000     2.800    30.000     0.348     9.967   -84.067     7.140
  1078   426.730     7.130   -10.760    51.000     1.238     0.029     7.835   203.400     2.800    30.000     0.346     9.967   -84.067     7.150
  1079   426.340     7.137   -10.710    49.000     1.242     0.029     7.844   191.800     3.300    30.000     0.347     9.967   -84.067     7.155
  1080   425.990     7.143   -10.740    47.000     1.238     0.029     7.852   180.000     5.700    30.000     0.346     9.967   -84.067     7.162
  1081   425.650     7.149   -10.770    46.000     1.234     0.029     7.860   180.500     8.100    30.000     0.345     9.967   -84.067     7.167
  1082   425.310     7.155   -10.770    45.000     1.227     0.029     7.868   186.700     9.900    30.000     0.343     9.968   -84.067     7.174
  1083   425.010     7.161   -10.770    43.000     1.223     0.029     7.874   196.400    11.000    30.000     0.342     9.968   -84.067     7.179
  1084   424.720     7.166   -10.740    41.000     1.223     0.029     7.881   211.900    11.000    30.000     0.342     9.968   -84.067     7.185
  1085   424.400     7.172   -10.770    40.000     1.196     0.028     7.888   227.100    10.700    30.000     0.335     9.968   -84.067     7.190
  1086   424.140     7.176   -10.710    39.000     1.170     0.028     7.894   240.900    10.200    30.000     0.328     9.968   -84.067     7.196
  1087   423.900     7.181   -10.670    37.000     1.181     0.028     7.899   250.100     9.600    30.000     0.331     9.968   -84.067     7.201
  1089   423.360     7.191   -10.720    33.000     1.177     0.028     7.911   255.700     7.600    30.000     0.330     9.968   -84.067     7.209
  1090   423.050     7.196   -10.730    33.000     1.155     0.027     7.918   253.400     6.700    30.000     0.324     9.968   -84.067     7.215
  1091   422.800     7.201   -10.780    32.000     1.151     0.027     7.923   249.000     6.300    30.000     0.323     9.968   -84.067     7.219
  1092   422.570     7.205   -10.820    32.000     1.139     0.027     7.928   238.200     5.500    30.000     0.320     9.968   -84.067     7.225
  1093   422.320     7.209   -10.790    31.000     1.117     0.026     7.933   237.100     5.400    30.000     0.314     9.968   -84.067     7.230
  1094   422.110     7.213   -10.810    30.000     1.136     0.027     7.938   241.900     5.600    30.000     0.319     9.968   -84.067     7.235
  1095   421.850     7.218   -10.900    30.000     1.136     0.027     7.943   247.400     5.500    30.000     0.319     9.968   -84.067     7.239
  1096   421.570     7.223   -10.920    29.000     1.120     0.027     7.949   254.900     5.500    30.000     0.315     9.968   -84.067     7.243
  1097   421.260     7.229   -10.930    28.000     1.120     0.027     7.956   256.800     6.000    30.000     0.315     9.968   -84.067     7.250
  1098   420.920     7.235   -10.960    28.000     1.117     0.026     7.963   245.100     5.500    30.000     0.314     9.968   -84.067     7.256
  1099   420.560     7.241   -11.020    27.000     1.090     0.026     7.970   224.600     5.200    30.000     0.307     9.968   -84.067     7.262
  1100   420.260     7.247   -11.090    27.000     1.086     0.026     7.976   198.200     5.700    30.000     0.306     9.968   -84.067     7.269
  1101   419.940     7.253   -11.090    27.000     1.101     0.026     7.983   187.300     6.300    30.000     0.310     9.968   -84.067     7.275
  1102   419.630     7.258   -11.130    26.000     1.101     0.026     7.989   176.600     7.500    30.000     0.310     9.968   -84.066     7.280
  1103   419.310     7.264   -11.210    26.000     1.079     0.026     7.996   162.800     7.300    30.000     0.304     9.968   -84.067     7.286
  1104   418.990     7.270   -11.200    26.000     1.063     0.025     8.003   154.900     6.200    30.000     0.300     9.968   -84.067     7.293
  1105   418.700     7.275   -11.230    26.000     1.056     0.025     8.008   140.800     4.700    30.000     0.298     9.968   -84.067     7.299
  1106   418.460     7.280   -11.240    25.000     1.067     0.025     8.013   121.900     3.000    30.000     0.301     9.969   -84.067     7.302
  1107   418.190     7.285   -11.250    25.000     1.071     0.026     8.019    59.700     1.800    30.000     0.302     9.969   -84.067     7.307
  1108   417.920     7.290   -11.320    25.000     1.056     0.025     8.024    98.500     2.200    30.000     0.298     9.969   -84.067     7.312
  1109   417.660     7.294   -11.350    25.000     1.048     0.025     8.029   337.300     3.000    30.000     0.296     9.968   -84.067     7.315
  1110   417.430     7.299   -11.390    25.000     1.056     0.025     8.034   317.500     3.300    30.000     0.298     9.968   -84.067     7.321
  1111   417.160     7.304   -11.430    25.000     1.048     0.025     8.039   295.200     4.200    30.000     0.296     9.968   -84.067     7.326
  1112   416.930     7.308   -11.470    25.000     1.063     0.025     8.044   279.000     5.500    30.000     0.300     9.968   -84.067     7.330
  1113   416.660     7.313   -11.570    25.000     1.071     0.026     8.049   266.400     5.400    30.000     0.302     9.968   -84.066     7.335
  1114   416.370     7.318   -11.640    25.000     1.060     0.025     8.055   246.600     4.600    30.000     0.299     9.968   -84.066     7.341
  1115   416.060     7.324   -11.710    25.000     1.041     0.025     8.061   218.700     4.000    30.000     0.294     9.968   -84.066     7.347
  1116   415.690     7.331   -11.750    25.000     1.037     0.025     8.068   191.600     4.000    30.000     0.293     9.968   -84.066     7.353
  1117   415.320     7.338   -11.820    25.000     1.029     0.025     8.076   183.600     3.800    30.000     0.291     9.969   -84.066     7.360
  1118   414.980     7.344   -11.850    24.000     1.010     0.024     8.082   205.100     2.800    30.000     0.286     9.969   -84.066     7.366
  1119   414.640     7.350   -11.870    24.000     0.991     0.024     8.089   253.100     2.500    30.000     0.281     9.969   -84.066     7.372
  1120   414.390     7.355   -11.960    24.000     1.010     0.024     8.094   286.900     4.600    30.000     0.286     9.969   -84.066     7.378
  1121   414.100     7.360   -12.000    24.000     1.025     0.025     8.099   292.000     6.900    30.000     0.290     9.969   -84.066     7.382
  1122   413.820     7.365   -12.040    24.000     1.033     0.025     8.105   291.700     8.300    30.000     0.292     9.969   -84.066     7.386
  1123   413.470     7.372   -12.090    24.000     1.033     0.025     8.112   290.100     8.400    30.000     0.292     9.968   -84.066     7.392
  1124   413.090     7.379   -12.150    24.000     1.014     0.024     8.119   287.200     7.900    30.000     0.287     9.968   -84.066     7.398
  1125   412.710     7.386   -12.210    24.000     1.014     0.025     8.126   279.300     5.700    30.000     0.287     9.968   -84.066     7.406
  1126   412.300     7.393   -12.290    24.000     0.972     0.024     8.134   253.400     2.900    30.000     0.276     9.968   -84.066     7.415
  1127   411.950     7.400   -12.370    24.000     0.968     0.023     8.141   197.300     1.800    30.000     0.275     9.968   -84.066     7.424
  1128   411.640     7.406   -12.370    24.000     0.987     0.024     8.147   159.100     3.000    30.000     0.280     9.968   -84.066     7.430
  1129   411.420     7.410   -12.410    24.000     0.987     0.024     8.151   139.600     4.400    30.000     0.280     9.969   -84.066     7.435
  1130   411.170     7.414   -12.400    24.000     0.999     0.024     8.155   131.100     4.400    29.900     0.283     9.969   -84.066     7.439
  1131   410.950     7.418   -12.470    24.000     1.006     0.024     8.160   125.200     3.600    29.900     0.285     9.969   -84.066     7.441
  1132   410.720     7.423   -12.490    24.000     0.995     0.024     8.164   103.500     2.400    29.900     0.282     9.969   -84.066     7.446
  1133   410.460     7.427   -12.550    24.000     0.998     0.024     8.169   151.400     1.100    29.900     0.283     9.969   -84.066     7.451
  1134   410.160     7.433   -12.620    24.000     0.998     0.024     8.175   276.600     1.100    29.900     0.283     9.969   -84.066     7.455
  1135   409.870     7.439   -12.680    24.000     0.979     0.024     8.180   255.200     3.100    29.900     0.278     9.969   -84.066     7.462
  1136   409.600     7.444   -12.710    24.000     0.960     0.023     8.185   248.400     5.400    29.900     0.273     9.969   -84.066     7.467
  1137   409.340     7.448   -12.740    24.000     0.957     0.023     8.190   237.700     7.800    29.900     0.272     9.969   -84.066     7.474
  1138   409.060     7.454   -12.790    24.000     0.968     0.024     8.195   234.000    10.200    29.900     0.275     9.969   -84.066     7.477
